patient,histology,config,source,target
4,normal,cap500_seed2,Interstitial Mph perivascular,Alveolar fibroblasts
4,normal,cap500_seed2,Monocyte-derived Mph,AT2
4,normal,cap500_seed2,Monocyte-derived Mph,Adventitial fibroblasts
4,normal,cap500_seed2,Monocyte-derived Mph,Alveolar fibroblasts
4,normal,floor30,AT2,Adventitial fibroblasts
4,normal,floor30,AT2,Alveolar fibroblasts
4,normal,floor30,Adventitial fibroblasts,AT2
4,normal,floor30,Adventitial fibroblasts,Alveolar macrophages
4,normal,floor30,Adventitial fibroblasts,Interstitial Mph perivascular
4,normal,floor30,Adventitial fibroblasts,Monocyte-derived Mph
4,normal,floor30,Alveolar fibroblasts,AT2
4,normal,floor30,Alveolar fibroblasts,Alveolar macrophages
4,normal,floor30,Alveolar fibroblasts,Interstitial Mph perivascular
4,normal,floor30,Alveolar fibroblasts,Monocyte-derived Mph
4,normal,floor30,Alveolar macrophages,AT2
4,normal,floor30,Alveolar macrophages,Adventitial fibroblasts
4,normal,floor30,Alveolar macrophages,Alveolar fibroblasts
4,normal,floor30,Interstitial Mph perivascular,AT2
4,normal,floor30,Interstitial Mph perivascular,Adventitial fibroblasts
4,normal,floor30,Interstitial Mph perivascular,Alveolar fibroblasts
4,normal,floor30,Monocyte-derived Mph,AT2
4,normal,floor30,Monocyte-derived Mph,Adventitial fibroblasts
4,normal,floor30,Monocyte-derived Mph,Alveolar fibroblasts
4,normal,floor100,AT2,Adventitial fibroblasts
4,normal,floor100,AT2,Alveolar fibroblasts
4,normal,floor100,Adventitial fibroblasts,AT2
4,normal,floor100,Adventitial fibroblasts,Alveolar macrophages
4,normal,floor100,Adventitial fibroblasts,Interstitial Mph perivascular
4,normal,floor100,Adventitial fibroblasts,Monocyte-derived Mph
4,normal,floor100,Alveolar fibroblasts,AT2
4,normal,floor100,Alveolar fibroblasts,Alveolar macrophages
4,normal,floor100,Alveolar fibroblasts,Interstitial Mph perivascular
4,normal,floor100,Alveolar fibroblasts,Monocyte-derived Mph
4,normal,floor100,Alveolar macrophages,AT2
4,normal,floor100,Alveolar macrophages,Adventitial fibroblasts
4,normal,floor100,Alveolar macrophages,Alveolar fibroblasts
4,normal,floor100,Interstitial Mph perivascular,AT2
4,normal,floor100,Interstitial Mph perivascular,Adventitial fibroblasts
4,normal,floor100,Interstitial Mph perivascular,Alveolar fibroblasts
4,normal,floor100,Monocyte-derived Mph,AT2
4,normal,floor100,Monocyte-derived Mph,Adventitial fibroblasts
4,normal,floor100,Monocyte-derived Mph,Alveolar fibroblasts
4,normal,expression005,AT2,Adventitial fibroblasts
4,normal,expression005,AT2,Alveolar fibroblasts
4,normal,expression005,Adventitial fibroblasts,AT2
4,normal,expression005,Adventitial fibroblasts,Alveolar macrophages
4,normal,expression005,Adventitial fibroblasts,Interstitial Mph perivascular
4,normal,expression005,Adventitial fibroblasts,Monocyte-derived Mph
4,normal,expression005,Alveolar fibroblasts,AT2
4,normal,expression005,Alveolar fibroblasts,Alveolar macrophages
4,normal,expression005,Alveolar fibroblasts,Interstitial Mph perivascular
4,normal,expression005,Alveolar fibroblasts,Monocyte-derived Mph
4,normal,expression005,Alveolar macrophages,AT2
4,normal,expression005,Alveolar macrophages,Adventitial fibroblasts
4,normal,expression005,Alveolar macrophages,Alveolar fibroblasts
4,normal,expression005,Interstitial Mph perivascular,AT2
4,normal,expression005,Interstitial Mph perivascular,Adventitial fibroblasts
4,normal,expression005,Interstitial Mph perivascular,Alveolar fibroblasts
4,normal,expression005,Monocyte-derived Mph,AT2
4,normal,expression005,Monocyte-derived Mph,Adventitial fibroblasts
4,normal,expression005,Monocyte-derived Mph,Alveolar fibroblasts
4,normal,expression020,AT2,Adventitial fibroblasts
4,normal,expression020,AT2,Alveolar fibroblasts
4,normal,expression020,Adventitial fibroblasts,AT2
4,normal,expression020,Adventitial fibroblasts,Alveolar macrophages
4,normal,expression020,Adventitial fibroblasts,Interstitial Mph perivascular
4,normal,expression020,Adventitial fibroblasts,Monocyte-derived Mph
4,normal,expression020,Alveolar fibroblasts,AT2
4,normal,expression020,Alveolar fibroblasts,Alveolar macrophages
4,normal,expression020,Alveolar fibroblasts,Interstitial Mph perivascular
4,normal,expression020,Alveolar fibroblasts,Monocyte-derived Mph
4,normal,expression020,Alveolar macrophages,AT2
4,normal,expression020,Alveolar macrophages,Adventitial fibroblasts
4,normal,expression020,Alveolar macrophages,Alveolar fibroblasts
4,normal,expression020,Interstitial Mph perivascular,AT2
4,normal,expression020,Interstitial Mph perivascular,Adventitial fibroblasts
4,normal,expression020,Interstitial Mph perivascular,Alveolar fibroblasts
4,normal,expression020,Monocyte-derived Mph,AT2
4,normal,expression020,Monocyte-derived Mph,Adventitial fibroblasts
4,normal,expression020,Monocyte-derived Mph,Alveolar fibroblasts
4,normal,uncertainty030,AT2,Adventitial fibroblasts
4,normal,uncertainty030,AT2,Alveolar fibroblasts
4,normal,uncertainty030,Adventitial fibroblasts,AT2
4,normal,uncertainty030,Adventitial fibroblasts,Alveolar macrophages
4,normal,uncertainty030,Adventitial fibroblasts,Interstitial Mph perivascular
4,normal,uncertainty030,Adventitial fibroblasts,Monocyte-derived Mph
4,normal,uncertainty030,Alveolar fibroblasts,AT2
4,normal,uncertainty030,Alveolar fibroblasts,Alveolar macrophages
4,normal,uncertainty030,Alveolar fibroblasts,Interstitial Mph perivascular
4,normal,uncertainty030,Alveolar fibroblasts,Monocyte-derived Mph
4,normal,uncertainty030,Alveolar macrophages,AT2
4,normal,uncertainty030,Alveolar macrophages,Adventitial fibroblasts
4,normal,uncertainty030,Alveolar macrophages,Alveolar fibroblasts
4,normal,uncertainty030,Interstitial Mph perivascular,AT2
4,normal,uncertainty030,Interstitial Mph perivascular,Adventitial fibroblasts
4,normal,uncertainty030,Interstitial Mph perivascular,Alveolar fibroblasts
4,normal,uncertainty030,Monocyte-derived Mph,AT2
4,normal,uncertainty030,Monocyte-derived Mph,Adventitial fibroblasts
4,normal,uncertainty030,Monocyte-derived Mph,Alveolar fibroblasts
4,normal,largest_library,AT2,Adventitial fibroblasts
4,normal,largest_library,AT2,Alveolar fibroblasts
4,normal,largest_library,Adventitial fibroblasts,AT2
4,normal,largest_library,Adventitial fibroblasts,Alveolar macrophages
4,normal,largest_library,Adventitial fibroblasts,Interstitial Mph perivascular
4,normal,largest_library,Adventitial fibroblasts,Monocyte-derived Mph
4,normal,largest_library,Alveolar fibroblasts,AT2
4,normal,largest_library,Alveolar fibroblasts,Alveolar macrophages
4,normal,largest_library,Alveolar fibroblasts,Interstitial Mph perivascular
4,normal,largest_library,Alveolar fibroblasts,Monocyte-derived Mph
4,normal,largest_library,Alveolar macrophages,AT2
4,normal,largest_library,Alveolar macrophages,Adventitial fibroblasts
4,normal,largest_library,Alveolar macrophages,Alveolar fibroblasts
4,normal,largest_library,Interstitial Mph perivascular,AT2
4,normal,largest_library,Interstitial Mph perivascular,Adventitial fibroblasts
4,normal,largest_library,Interstitial Mph perivascular,Alveolar fibroblasts
4,normal,largest_library,Monocyte-derived Mph,AT2
4,normal,largest_library,Monocyte-derived Mph,Adventitial fibroblasts
4,normal,largest_library,Monocyte-derived Mph,Alveolar fibroblasts
5,AIS,all_cells_primary,AT2,Alveolar fibroblasts
5,AIS,all_cells_primary,Alveolar fibroblasts,AT2
5,AIS,cap500_seed1,AT2,Alveolar fibroblasts
5,AIS,cap500_seed1,Alveolar fibroblasts,AT2
5,AIS,cap500_seed2,AT2,Alveolar fibroblasts
5,AIS,cap500_seed2,Alveolar fibroblasts,AT2
5,AIS,floor30,AT2,Alveolar fibroblasts
5,AIS,floor30,Alveolar fibroblasts,AT2
5,AIS,floor30,Alveolar fibroblasts,Alveolar macrophages
5,AIS,floor30,Alveolar macrophages,AT2
5,AIS,floor30,Alveolar macrophages,Alveolar fibroblasts
5,AIS,floor100,AT2,Alveolar fibroblasts
5,AIS,floor100,Alveolar fibroblasts,AT2
5,AIS,expression005,AT2,Alveolar fibroblasts
5,AIS,expression005,Alveolar fibroblasts,AT2
5,AIS,expression020,AT2,Alveolar fibroblasts
5,AIS,expression020,Alveolar fibroblasts,AT2
5,AIS,uncertainty030,AT2,Alveolar fibroblasts
5,AIS,uncertainty030,Alveolar fibroblasts,AT2
5,AIS,largest_library,AT2,Alveolar fibroblasts
5,AIS,largest_library,Alveolar fibroblasts,AT2
5,LUAD,all_cells_primary,AT2,Alveolar fibroblasts
5,LUAD,all_cells_primary,AT2,Peribronchial fibroblasts
5,LUAD,all_cells_primary,Alveolar fibroblasts,AT2
5,LUAD,all_cells_primary,Alveolar fibroblasts,Alveolar macrophages
5,LUAD,all_cells_primary,Alveolar fibroblasts,Interstitial Mph perivascular
5,LUAD,all_cells_primary,Alveolar fibroblasts,Monocyte-derived Mph
5,LUAD,all_cells_primary,Alveolar macrophages,AT2
5,LUAD,all_cells_primary,Alveolar macrophages,Alveolar fibroblasts
5,LUAD,all_cells_primary,Alveolar macrophages,Peribronchial fibroblasts
5,LUAD,all_cells_primary,Interstitial Mph perivascular,AT2
5,LUAD,all_cells_primary,Interstitial Mph perivascular,Alveolar fibroblasts
5,LUAD,all_cells_primary,Interstitial Mph perivascular,Peribronchial fibroblasts
5,LUAD,all_cells_primary,Monocyte-derived Mph,AT2
5,LUAD,all_cells_primary,Monocyte-derived Mph,Alveolar fibroblasts
5,LUAD,all_cells_primary,Monocyte-derived Mph,Peribronchial fibroblasts
5,LUAD,all_cells_primary,Peribronchial fibroblasts,AT2
5,LUAD,all_cells_primary,Peribronchial fibroblasts,Alveolar macrophages
5,LUAD,all_cells_primary,Peribronchial fibroblasts,Interstitial Mph perivascular
5,LUAD,all_cells_primary,Peribronchial fibroblasts,Monocyte-derived Mph
5,LUAD,cap500_seed1,AT2,Alveolar fibroblasts
5,LUAD,cap500_seed1,AT2,Peribronchial fibroblasts
5,LUAD,cap500_seed1,Alveolar fibroblasts,AT2
5,LUAD,cap500_seed1,Alveolar fibroblasts,Alveolar macrophages
5,LUAD,cap500_seed1,Alveolar fibroblasts,Interstitial Mph perivascular
5,LUAD,cap500_seed1,Alveolar fibroblasts,Monocyte-derived Mph
5,LUAD,cap500_seed1,Alveolar macrophages,AT2
5,LUAD,cap500_seed1,Alveolar macrophages,Alveolar fibroblasts
5,LUAD,cap500_seed1,Alveolar macrophages,Peribronchial fibroblasts
5,LUAD,cap500_seed1,Interstitial Mph perivascular,AT2
5,LUAD,cap500_seed1,Interstitial Mph perivascular,Alveolar fibroblasts
5,LUAD,cap500_seed1,Interstitial Mph perivascular,Peribronchial fibroblasts
5,LUAD,cap500_seed1,Monocyte-derived Mph,AT2
5,LUAD,cap500_seed1,Monocyte-derived Mph,Alveolar fibroblasts
5,LUAD,cap500_seed1,Monocyte-derived Mph,Peribronchial fibroblasts
5,LUAD,cap500_seed1,Peribronchial fibroblasts,AT2
5,LUAD,cap500_seed1,Peribronchial fibroblasts,Alveolar macrophages
5,LUAD,cap500_seed1,Peribronchial fibroblasts,Interstitial Mph perivascular
5,LUAD,cap500_seed1,Peribronchial fibroblasts,Monocyte-derived Mph
5,LUAD,cap500_seed2,AT2,Alveolar fibroblasts
5,LUAD,cap500_seed2,AT2,Peribronchial fibroblasts
5,LUAD,cap500_seed2,Alveolar fibroblasts,AT2
5,LUAD,cap500_seed2,Alveolar fibroblasts,Alveolar macrophages
5,LUAD,cap500_seed2,Alveolar fibroblasts,Interstitial Mph perivascular
5,LUAD,cap500_seed2,Alveolar fibroblasts,Monocyte-derived Mph
5,LUAD,cap500_seed2,Alveolar macrophages,AT2
5,LUAD,cap500_seed2,Alveolar macrophages,Alveolar fibroblasts
5,LUAD,cap500_seed2,Alveolar macrophages,Peribronchial fibroblasts
5,LUAD,cap500_seed2,Interstitial Mph perivascular,AT2
5,LUAD,cap500_seed2,Interstitial Mph perivascular,Alveolar fibroblasts
5,LUAD,cap500_seed2,Interstitial Mph perivascular,Peribronchial fibroblasts
5,LUAD,cap500_seed2,Monocyte-derived Mph,AT2
5,LUAD,cap500_seed2,Monocyte-derived Mph,Alveolar fibroblasts
5,LUAD,cap500_seed2,Monocyte-derived Mph,Peribronchial fibroblasts
5,LUAD,cap500_seed2,Peribronchial fibroblasts,AT2
5,LUAD,cap500_seed2,Peribronchial fibroblasts,Alveolar macrophages
5,LUAD,cap500_seed2,Peribronchial fibroblasts,Interstitial Mph perivascular
5,LUAD,cap500_seed2,Peribronchial fibroblasts,Monocyte-derived Mph
5,LUAD,floor30,AT2,Alveolar fibroblasts
5,LUAD,floor30,AT2,Peribronchial fibroblasts
5,LUAD,floor30,Alveolar fibroblasts,AT2
5,LUAD,floor30,Alveolar fibroblasts,Alveolar macrophages
5,LUAD,floor30,Alveolar fibroblasts,Interstitial Mph perivascular
5,LUAD,floor30,Alveolar fibroblasts,Monocyte-derived Mph
5,LUAD,floor30,Alveolar macrophages,AT2
5,LUAD,floor30,Alveolar macrophages,Alveolar fibroblasts
5,LUAD,floor30,Alveolar macrophages,Peribronchial fibroblasts
5,LUAD,floor30,Interstitial Mph perivascular,AT2
5,LUAD,floor30,Interstitial Mph perivascular,Alveolar fibroblasts
5,LUAD,floor30,Interstitial Mph perivascular,Peribronchial fibroblasts
5,LUAD,floor30,Monocyte-derived Mph,AT2
5,LUAD,floor30,Monocyte-derived Mph,Alveolar fibroblasts
5,LUAD,floor30,Monocyte-derived Mph,Peribronchial fibroblasts
5,LUAD,floor30,Peribronchial fibroblasts,AT2
5,LUAD,floor30,Peribronchial fibroblasts,Alveolar macrophages
5,LUAD,floor30,Peribronchial fibroblasts,Interstitial Mph perivascular
5,LUAD,floor30,Peribronchial fibroblasts,Monocyte-derived Mph
5,LUAD,floor100,AT2,Alveolar fibroblasts
5,LUAD,floor100,AT2,Peribronchial fibroblasts
5,LUAD,floor100,Alveolar fibroblasts,AT2
5,LUAD,floor100,Alveolar fibroblasts,Alveolar macrophages
5,LUAD,floor100,Alveolar macrophages,AT2
5,LUAD,floor100,Alveolar macrophages,Alveolar fibroblasts
5,LUAD,floor100,Alveolar macrophages,Peribronchial fibroblasts
5,LUAD,floor100,Peribronchial fibroblasts,AT2
5,LUAD,floor100,Peribronchial fibroblasts,Alveolar macrophages
5,LUAD,expression005,AT2,Alveolar fibroblasts
5,LUAD,expression005,AT2,Peribronchial fibroblasts
5,LUAD,expression005,Alveolar fibroblasts,AT2
5,LUAD,expression005,Alveolar fibroblasts,Alveolar macrophages
5,LUAD,expression005,Alveolar fibroblasts,Interstitial Mph perivascular
5,LUAD,expression005,Alveolar fibroblasts,Monocyte-derived Mph
5,LUAD,expression005,Alveolar macrophages,AT2
5,LUAD,expression005,Alveolar macrophages,Alveolar fibroblasts
5,LUAD,expression005,Alveolar macrophages,Peribronchial fibroblasts
5,LUAD,expression005,Interstitial Mph perivascular,AT2
5,LUAD,expression005,Interstitial Mph perivascular,Alveolar fibroblasts
5,LUAD,expression005,Interstitial Mph perivascular,Peribronchial fibroblasts
5,LUAD,expression005,Monocyte-derived Mph,AT2
5,LUAD,expression005,Monocyte-derived Mph,Alveolar fibroblasts
5,LUAD,expression005,Monocyte-derived Mph,Peribronchial fibroblasts
5,LUAD,expression005,Peribronchial fibroblasts,AT2
5,LUAD,expression005,Peribronchial fibroblasts,Alveolar macrophages
5,LUAD,expression005,Peribronchial fibroblasts,Interstitial Mph perivascular
5,LUAD,expression005,Peribronchial fibroblasts,Monocyte-derived Mph
5,LUAD,expression020,AT2,Alveolar fibroblasts
5,LUAD,expression020,AT2,Peribronchial fibroblasts
5,LUAD,expression020,Alveolar fibroblasts,AT2
5,LUAD,expression020,Alveolar fibroblasts,Alveolar macrophages
5,LUAD,expression020,Alveolar fibroblasts,Interstitial Mph perivascular
5,LUAD,expression020,Alveolar fibroblasts,Monocyte-derived Mph
5,LUAD,expression020,Alveolar macrophages,AT2
5,LUAD,expression020,Alveolar macrophages,Alveolar fibroblasts
5,LUAD,expression020,Alveolar macrophages,Peribronchial fibroblasts
5,LUAD,expression020,Interstitial Mph perivascular,AT2
5,LUAD,expression020,Interstitial Mph perivascular,Alveolar fibroblasts
5,LUAD,expression020,Interstitial Mph perivascular,Peribronchial fibroblasts
5,LUAD,expression020,Monocyte-derived Mph,AT2
5,LUAD,expression020,Monocyte-derived Mph,Alveolar fibroblasts
5,LUAD,expression020,Monocyte-derived Mph,Peribronchial fibroblasts
5,LUAD,expression020,Peribronchial fibroblasts,AT2
5,LUAD,expression020,Peribronchial fibroblasts,Alveolar macrophages
5,LUAD,expression020,Peribronchial fibroblasts,Interstitial Mph perivascular
5,LUAD,expression020,Peribronchial fibroblasts,Monocyte-derived Mph
5,LUAD,uncertainty030,AT2,Alveolar fibroblasts
5,LUAD,uncertainty030,AT2,Peribronchial fibroblasts
5,LUAD,uncertainty030,AT2 proliferating,Alveolar fibroblasts
5,LUAD,uncertainty030,AT2 proliferating,Peribronchial fibroblasts
5,LUAD,uncertainty030,Alveolar fibroblasts,AT2
5,LUAD,uncertainty030,Alveolar fibroblasts,AT2 proliferating
5,LUAD,uncertainty030,Alveolar fibroblasts,Alveolar macrophages
5,LUAD,uncertainty030,Alveolar fibroblasts,Interstitial Mph perivascular
5,LUAD,uncertainty030,Alveolar fibroblasts,Monocyte-derived Mph
5,LUAD,uncertainty030,Alveolar macrophages,AT2
5,LUAD,uncertainty030,Alveolar macrophages,AT2 proliferating
5,LUAD,uncertainty030,Alveolar macrophages,Alveolar fibroblasts
5,LUAD,uncertainty030,Alveolar macrophages,Peribronchial fibroblasts
5,LUAD,uncertainty030,Interstitial Mph perivascular,AT2
5,LUAD,uncertainty030,Interstitial Mph perivascular,AT2 proliferating
5,LUAD,uncertainty030,Interstitial Mph perivascular,Alveolar fibroblasts
5,LUAD,uncertainty030,Interstitial Mph perivascular,Peribronchial fibroblasts
5,LUAD,uncertainty030,Monocyte-derived Mph,AT2
5,LUAD,uncertainty030,Monocyte-derived Mph,AT2 proliferating
5,LUAD,uncertainty030,Monocyte-derived Mph,Alveolar fibroblasts
5,LUAD,uncertainty030,Monocyte-derived Mph,Peribronchial fibroblasts
5,LUAD,uncertainty030,Peribronchial fibroblasts,AT2
5,LUAD,uncertainty030,Peribronchial fibroblasts,AT2 proliferating
5,LUAD,uncertainty030,Peribronchial fibroblasts,Alveolar macrophages
5,LUAD,uncertainty030,Peribronchial fibroblasts,Interstitial Mph perivascular
5,LUAD,uncertainty030,Peribronchial fibroblasts,Monocyte-derived Mph
5,LUAD,largest_library,AT2,Alveolar fibroblasts
5,LUAD,largest_library,AT2,Peribronchial fibroblasts
5,LUAD,largest_library,Alveolar fibroblasts,AT2
5,LUAD,largest_library,Alveolar fibroblasts,Alveolar macrophages
5,LUAD,largest_library,Alveolar fibroblasts,Interstitial Mph perivascular
5,LUAD,largest_library,Alveolar fibroblasts,Monocyte-derived Mph
5,LUAD,largest_library,Alveolar macrophages,AT2
5,LUAD,largest_library,Alveolar macrophages,Alveolar fibroblasts
5,LUAD,largest_library,Alveolar macrophages,Peribronchial fibroblasts
5,LUAD,largest_library,Interstitial Mph perivascular,AT2
5,LUAD,largest_library,Interstitial Mph perivascular,Alveolar fibroblasts
5,LUAD,largest_library,Interstitial Mph perivascular,Peribronchial fibroblasts
5,LUAD,largest_library,Monocyte-derived Mph,AT2
5,LUAD,largest_library,Monocyte-derived Mph,Alveolar fibroblasts
5,LUAD,largest_library,Monocyte-derived Mph,Peribronchial fibroblasts
5,LUAD,largest_library,Peribronchial fibroblasts,AT2
5,LUAD,largest_library,Peribronchial fibroblasts,Alveolar macrophages
5,LUAD,largest_library,Peribronchial fibroblasts,Interstitial Mph perivascular
5,LUAD,largest_library,Peribronchial fibroblasts,Monocyte-derived Mph
5,normal,all_cells_primary,AT2,Alveolar fibroblasts
5,normal,all_cells_primary,Alveolar fibroblasts,AT2
5,normal,all_cells_primary,Alveolar fibroblasts,Alveolar macrophages
5,normal,all_cells_primary,Alveolar macrophages,AT2
5,normal,all_cells_primary,Alveolar macrophages,Alveolar fibroblasts
5,normal,cap500_seed1,AT2,Alveolar fibroblasts
5,normal,cap500_seed1,Alveolar fibroblasts,AT2
5,normal,cap500_seed1,Alveolar fibroblasts,Alveolar macrophages
5,normal,cap500_seed1,Alveolar macrophages,AT2
5,normal,cap500_seed1,Alveolar macrophages,Alveolar fibroblasts
5,normal,cap500_seed2,AT2,Alveolar fibroblasts
5,normal,cap500_seed2,Alveolar fibroblasts,AT2
5,normal,cap500_seed2,Alveolar fibroblasts,Alveolar macrophages
5,normal,cap500_seed2,Alveolar macrophages,AT2
5,normal,cap500_seed2,Alveolar macrophages,Alveolar fibroblasts
5,normal,floor30,AT2,Alveolar fibroblasts
5,normal,floor30,Alveolar fibroblasts,AT2
5,normal,floor30,Alveolar fibroblasts,Alveolar macrophages
